customer_id,age_band,tenure_months,contract_type,monthly_charge,monthly_minutes,monthly_data_gb,support_tickets_6m,payment_method,churned
NT-04957,45-54,19,One-year,62.15,272,10.0,1,Direct debit,0
NT-04958,25-34,12,Month-to-month,39.48,383,19.5,1,Credit card (tokenised),1
NT-04959,45-54,35,Month-to-month,59.46,836,26.7,0,Direct debit,0
NT-04960,35-44,14,Month-to-month,25.41,281,10.9,1,Bank transfer,0
NT-04961,25-34,40,Two-year,32.82,633,11.3,0,Credit card (tokenised),0
NT-04962,25-34,43,One-year,18.77,203,14.3,0,Credit card (tokenised),0
NT-04963,45-54,21,Month-to-month,50.51,593,24.7,0,Credit card (tokenised),0
NT-04964,35-44,46,Month-to-month,41.04,839,13.3,0,Direct debit,1
NT-04965,25-34,43,Month-to-month,62.2,78,30.5,0,Credit card (tokenised),0
NT-04966,65+,52,One-year,32.19,167,14.1,1,Bank transfer,0
NT-04967,45-54,20,One-year,54.04,300,11.8,1,Credit card (tokenised),0
NT-04968,65+,19,One-year,38.96,66,10.2,1,Credit card (tokenised),0
NT-04969,35-44,42,Month-to-month,36.87,191,10.3,0,Bank transfer,0
NT-04970,35-44,33,One-year,34.53,316,21.9,0,Credit card (tokenised),0
NT-04971,55-64,35,One-year,27.86,100,8.1,0,Direct debit,0
NT-04972,35-44,59,Two-year,42.49,93,4.6,0,Direct debit,0
NT-04973,45-54,13,One-year,40.54,131,6.8,1,Direct debit,0
NT-04974,25-34,47,Month-to-month,19.13,181,20.7,1,Bank transfer,1
NT-04975,35-44,43,Month-to-month,12.0,564,5.3,0,Direct debit,0
NT-04976,18-24,41,Month-to-month,34.24,234,17.5,0,Direct debit,0
NT-04977,25-34,49,One-year,51.94,414,6.8,2,Credit card (tokenised),0
NT-04978,18-24,28,One-year,40.66,259,4.1,0,Direct debit,0
NT-04979,18-24,16,Month-to-month,22.37,231,7.7,0,Direct debit,0
NT-04980,65+,22,Month-to-month,16.71,398,20.2,1,Credit card (tokenised),0
NT-04981,25-34,21,Month-to-month,51.86,295,29.1,3,Credit card (tokenised),0
NT-04982,45-54,5,Two-year,18.16,391,8.0,1,Credit card (tokenised),0
NT-04983,55-64,41,Month-to-month,47.11,411,18.4,0,Direct debit,0
NT-04984,35-44,26,Month-to-month,44.83,167,6.3,1,Credit card (tokenised),0
NT-04985,25-34,28,Month-to-month,57.62,579,0.7,1,Bank transfer,0
NT-04986,45-54,23,Month-to-month,30.45,627,7.5,0,Credit card (tokenised),0
NT-04987,45-54,30,One-year,49.27,74,22.2,1,Credit card (tokenised),1
NT-04988,45-54,63,Two-year,54.8,469,2.8,3,Direct debit,0
NT-04989,55-64,11,Month-to-month,21.95,404,5.4,1,Bank transfer,0
NT-04990,65+,69,One-year,39.6,87,21.6,0,Credit card (tokenised),1
NT-04991,35-44,34,Month-to-month,37.52,307,13.1,0,Bank transfer,0
NT-04992,25-34,24,Two-year,25.23,348,11.6,0,Direct debit,0
NT-04993,45-54,25,Month-to-month,41.17,149,3.6,0,Credit card (tokenised),0
NT-04994,18-24,19,Month-to-month,23.97,182,6.1,0,Bank transfer,0
NT-04995,55-64,9,Month-to-month,42.59,223,10.2,3,Direct debit,0
NT-04996,18-24,17,Month-to-month,64.09,264,14.9,0,Bank transfer,1
NT-04997,25-34,30,Month-to-month,35.55,191,40.1,1,Direct debit,0
NT-04998,55-64,27,One-year,36.86,192,13.8,3,Direct debit,0
NT-04999,45-54,38,One-year,55.0,69,12.0,0,Credit card (tokenised),0
NT-05000,35-44,23,Month-to-month,53.11,490,13.7,0,Direct debit,0
NT-05001,35-44,21,One-year,30.59,222,2.5,0,Credit card (tokenised),0
NT-05002,55-64,80,Month-to-month,46.26,297,16.5,2,Direct debit,0
NT-05003,25-34,19,One-year,12.0,636,2.3,1,Credit card (tokenised),0
NT-05004,55-64,20,One-year,25.95,121,25.5,1,Credit card (tokenised),0
NT-05005,18-24,49,One-year,50.84,232,4.7,0,Direct debit,1
NT-05006,55-64,43,Month-to-month,31.88,395,3.8,1,Direct debit,0
NT-05007,55-64,25,Month-to-month,35.6,453,3.4,0,Bank transfer,0
NT-05008,25-34,45,Month-to-month,26.91,158,11.7,1,Credit card (tokenised),0
NT-05009,35-44,32,Month-to-month,24.98,334,9.6,2,Bank transfer,1
NT-05010,25-34,23,One-year,12.0,148,14.8,0,Direct debit,0
NT-05011,45-54,42,Month-to-month,33.64,120,9.4,0,Credit card (tokenised),0
NT-05012,35-44,31,Month-to-month,43.59,562,10.3,0,Bank transfer,0
NT-05013,45-54,9,Month-to-month,40.96,224,2.6,1,Direct debit,0
NT-05014,25-34,42,Month-to-month,28.02,649,15.8,1,Credit card (tokenised),0
NT-05015,25-34,28,One-year,20.85,167,15.0,0,Direct debit,0
NT-05016,18-24,60,Month-to-month,33.51,404,17.9,1,Credit card (tokenised),0
NT-05017,25-34,46,One-year,22.05,160,10.2,2,Direct debit,1
NT-05018,35-44,33,Month-to-month,28.79,260,12.1,1,Credit card (tokenised),0
NT-05019,55-64,25,Two-year,39.55,57,15.9,1,Direct debit,0
NT-05020,45-54,30,Two-year,27.54,416,16.3,0,Direct debit,0
NT-05021,35-44,18,One-year,53.44,237,15.2,1,Direct debit,0
NT-05022,65+,33,Two-year,25.45,240,18.5,0,Credit card (tokenised),0
NT-05023,45-54,63,Month-to-month,30.74,221,21.4,1,Direct debit,0
NT-05024,65+,73,Two-year,48.2,360,8.4,0,Direct debit,0
NT-05025,35-44,54,One-year,46.29,213,10.6,0,Bank transfer,0
NT-05026,25-34,32,Two-year,44.2,314,16.0,1,Direct debit,0
NT-05027,18-24,13,One-year,30.34,164,5.6,1,Credit card (tokenised),0
NT-05028,45-54,29,One-year,45.01,489,4.7,0,Direct debit,0
NT-05029,18-24,48,Month-to-month,47.5,196,4.8,0,Direct debit,0
NT-05030,25-34,45,Month-to-month,43.3,320,6.1,1,Direct debit,0
NT-05031,35-44,28,Month-to-month,37.61,651,7.2,0,Bank transfer,1
NT-05032,35-44,27,Two-year,44.93,342,14.7,1,Credit card (tokenised),0
NT-05033,45-54,37,Month-to-month,37.09,428,10.3,1,Direct debit,0
NT-05034,25-34,31,One-year,42.85,353,32.6,0,Direct debit,0
NT-05035,35-44,29,Month-to-month,38.9,320,5.3,2,Credit card (tokenised),1
NT-05036,45-54,28,Month-to-month,19.87,275,41.1,2,Direct debit,0
NT-05037,65+,57,Two-year,31.0,111,16.9,0,Bank transfer,0
NT-05038,45-54,17,Two-year,62.97,208,4.8,2,Credit card (tokenised),0
NT-05039,65+,26,One-year,14.75,154,1.9,0,Bank transfer,0
NT-05040,55-64,27,Month-to-month,56.63,244,4.4,0,Direct debit,0
NT-05041,45-54,33,Month-to-month,45.51,115,1.9,1,Direct debit,0
NT-05042,25-34,31,Month-to-month,38.41,265,10.3,0,Bank transfer,1
NT-05043,45-54,30,Month-to-month,17.84,601,15.5,1,Direct debit,0
NT-05044,45-54,18,Month-to-month,37.99,605,8.9,0,Direct debit,0
NT-05045,45-54,31,Month-to-month,29.04,398,6.3,2,Credit card (tokenised),0
NT-05046,35-44,41,Month-to-month,52.27,206,4.7,1,Direct debit,0
NT-05047,35-44,34,One-year,30.0,264,23.9,0,Bank transfer,0
NT-05048,25-34,17,Month-to-month,34.69,498,7.3,1,Bank transfer,0
NT-05049,35-44,32,Month-to-month,40.95,313,21.6,1,Direct debit,0
NT-05050,25-34,31,Month-to-month,30.27,793,2.1,0,Direct debit,0
NT-05051,55-64,25,Two-year,49.5,407,29.4,1,Direct debit,1
NT-05052,25-34,34,Month-to-month,34.45,395,12.1,0,Direct debit,0
NT-05053,18-24,22,Month-to-month,15.43,371,6.4,0,Direct debit,1
NT-05054,35-44,42,Month-to-month,39.81,309,5.1,1,Direct debit,1
NT-05055,45-54,71,Two-year,47.69,310,12.7,1,Direct debit,0
NT-05056,35-44,44,One-year,55.26,334,10.6,0,Credit card (tokenised),0
NT-05057,25-34,20,One-year,44.63,337,7.1,1,Credit card (tokenised),0
NT-05058,35-44,41,Month-to-month,51.84,116,2.1,0,Bank transfer,0
NT-05059,25-34,46,One-year,43.89,49,9.9,2,Direct debit,0
NT-05060,65+,37,One-year,26.49,168,47.0,2,Credit card (tokenised),0
NT-05061,65+,38,One-year,28.63,226,10.3,0,Credit card (tokenised),0
NT-05062,35-44,29,Two-year,12.0,584,3.2,1,Credit card (tokenised),0
NT-05063,25-34,15,Month-to-month,35.4,484,3.0,0,Credit card (tokenised),1
NT-05064,45-54,28,Month-to-month,45.83,170,2.3,2,Direct debit,0
NT-05065,18-24,18,Two-year,19.07,238,16.6,0,Direct debit,0
NT-05066,35-44,27,One-year,53.53,244,26.3,0,Direct debit,0
NT-05067,25-34,23,Month-to-month,36.77,841,3.8,0,Direct debit,0
NT-05068,65+,18,Month-to-month,27.24,339,5.0,0,Credit card (tokenised),0
NT-05069,18-24,56,Two-year,19.0,804,23.3,1,Direct debit,0
NT-05070,35-44,30,Month-to-month,57.93,406,15.0,0,Direct debit,0
NT-05071,45-54,23,Month-to-month,52.19,338,2.4,1,Direct debit,0
NT-05072,35-44,3,Month-to-month,33.16,62,15.7,1,Direct debit,1
NT-05073,18-24,12,Two-year,49.15,277,15.4,0,Direct debit,1
NT-05074,65+,45,Two-year,35.49,453,33.8,0,Credit card (tokenised),0
NT-05075,35-44,34,Month-to-month,30.75,209,8.7,1,Direct debit,0
NT-05076,45-54,76,One-year,30.16,593,7.3,0,Bank transfer,0
NT-05077,25-34,21,Month-to-month,35.21,583,2.8,0,Direct debit,0
NT-05078,35-44,54,Month-to-month,33.22,90,10.5,3,Direct debit,0
NT-05079,35-44,28,One-year,38.74,87,6.9,2,Direct debit,0
NT-05080,18-24,19,Month-to-month,57.3,658,14.4,0,Credit card (tokenised),0
NT-05081,18-24,25,Month-to-month,65.34,175,15.7,2,Credit card (tokenised),0
NT-05082,55-64,32,One-year,23.57,185,11.0,1,Bank transfer,0
NT-05083,25-34,23,Month-to-month,43.51,99,27.3,1,Direct debit,1
NT-05084,25-34,16,Month-to-month,40.52,232,6.7,1,Direct debit,0
NT-05085,35-44,18,One-year,44.37,229,6.2,2,Bank transfer,0
NT-05086,55-64,39,One-year,32.6,196,23.0,2,Credit card (tokenised),0
NT-05087,18-24,17,Month-to-month,44.53,679,13.3,0,Direct debit,1
NT-05088,35-44,22,Month-to-month,21.44,656,8.8,0,Bank transfer,0
NT-05089,18-24,17,One-year,78.59,271,24.7,0,Credit card (tokenised),0
NT-05090,18-24,35,Two-year,41.49,539,8.9,0,Direct debit,0
NT-05091,18-24,94,Month-to-month,46.76,338,6.2,1,Direct debit,0
NT-05092,55-64,38,Two-year,24.58,547,7.9,1,Credit card (tokenised),0
NT-05093,18-24,20,One-year,29.66,721,8.7,0,Credit card (tokenised),1
NT-05094,18-24,34,One-year,20.38,305,4.7,1,Direct debit,0
NT-05095,35-44,21,Month-to-month,55.48,19,9.2,1,Direct debit,1
NT-05096,55-64,33,Month-to-month,24.68,550,10.6,0,Direct debit,0
NT-05097,25-34,60,Month-to-month,35.73,196,17.1,0,Credit card (tokenised),0
NT-05098,35-44,29,Month-to-month,36.27,475,22.7,1,Direct debit,1
NT-05099,18-24,36,Two-year,43.68,977,23.0,2,Credit card (tokenised),0
NT-05100,35-44,30,Month-to-month,22.49,304,10.3,1,Credit card (tokenised),0
NT-05101,35-44,47,One-year,48.32,680,5.7,1,Credit card (tokenised),0
NT-05102,35-44,42,Month-to-month,52.94,480,4.4,0,Credit card (tokenised),1
NT-05103,25-34,25,One-year,30.08,646,5.7,0,Credit card (tokenised),0
NT-05104,25-34,42,Month-to-month,37.56,437,2.6,0,Credit card (tokenised),0
NT-05105,18-24,33,Month-to-month,45.52,408,5.4,1,Direct debit,0
NT-05106,35-44,24,Month-to-month,41.07,393,50.3,1,Direct debit,0
NT-05107,18-24,24,One-year,26.0,301,24.9,1,Credit card (tokenised),0
NT-05108,55-64,33,Month-to-month,46.42,1093,11.6,3,Direct debit,1
NT-05109,65+,35,Month-to-month,56.15,351,8.0,1,Credit card (tokenised),1
NT-05110,65+,28,Month-to-month,56.11,515,14.0,1,Credit card (tokenised),0
NT-05111,55-64,36,Two-year,44.9,127,4.4,1,Direct debit,0
NT-05112,45-54,20,One-year,47.19,914,8.6,0,Credit card (tokenised),0
NT-05113,45-54,17,One-year,33.33,619,14.1,1,Credit card (tokenised),0
NT-05114,25-34,13,One-year,26.99,186,23.5,0,Credit card (tokenised),0
NT-05115,45-54,39,Month-to-month,37.18,432,5.7,0,Direct debit,0
NT-05116,35-44,12,One-year,65.17,429,3.9,0,Credit card (tokenised),0
NT-05117,35-44,36,Month-to-month,31.63,538,5.8,0,Direct debit,0
NT-05118,45-54,23,Month-to-month,43.21,305,0.5,2,Direct debit,0
NT-05119,25-34,26,One-year,42.53,148,5.2,0,Credit card (tokenised),0
NT-05120,25-34,26,One-year,33.51,376,6.3,0,Direct debit,0
NT-05121,65+,86,Month-to-month,55.8,171,33.0,2,Credit card (tokenised),0
NT-05122,18-24,22,Month-to-month,57.07,997,11.9,1,Credit card (tokenised),0
NT-05123,35-44,18,One-year,70.0,381,5.0,2,Direct debit,0
NT-05124,65+,69,One-year,28.42,106,7.3,0,Direct debit,0
NT-05125,45-54,14,Month-to-month,42.89,256,6.1,0,Direct debit,0
NT-05126,35-44,15,Month-to-month,39.06,376,6.3,1,Direct debit,0
NT-05127,25-34,45,Two-year,29.76,1102,14.2,2,Credit card (tokenised),0
NT-05128,25-34,36,One-year,30.01,153,4.4,1,Direct debit,0
NT-05129,55-64,24,Two-year,40.0,127,3.7,2,Credit card (tokenised),0
NT-05130,35-44,17,Month-to-month,32.4,340,20.4,1,Bank transfer,0
NT-05131,35-44,9,Month-to-month,26.24,342,12.3,0,Credit card (tokenised),0
NT-05132,18-24,61,Month-to-month,39.48,397,1.0,0,Direct debit,0
NT-05133,18-24,42,One-year,24.72,421,11.2,2,Credit card (tokenised),0
NT-05134,65+,58,Month-to-month,32.4,360,3.8,1,Direct debit,0
NT-05135,35-44,50,Month-to-month,42.34,838,3.0,1,Credit card (tokenised),0
NT-05136,45-54,37,Month-to-month,36.38,369,22.4,1,Bank transfer,0
NT-05137,18-24,22,One-year,34.91,194,5.0,3,Credit card (tokenised),0
NT-05138,45-54,17,Month-to-month,59.71,527,7.9,1,Direct debit,0
NT-05139,65+,52,One-year,54.83,503,10.1,2,Credit card (tokenised),0
NT-05140,35-44,23,Two-year,38.99,245,23.0,3,Direct debit,0
NT-05141,18-24,18,One-year,25.83,76,3.6,0,Bank transfer,0
NT-05142,45-54,21,Month-to-month,47.73,240,12.7,1,Bank transfer,0
NT-05143,55-64,53,Two-year,68.31,347,10.9,0,Credit card (tokenised),0
NT-05144,35-44,18,Month-to-month,54.38,63,13.3,0,Direct debit,0
NT-05145,55-64,24,Month-to-month,22.4,194,11.7,1,Credit card (tokenised),0
NT-05146,45-54,28,Two-year,35.63,126,8.1,2,Direct debit,0
NT-05147,55-64,33,Month-to-month,29.2,150,10.0,0,Direct debit,0
NT-05148,45-54,18,Month-to-month,26.89,347,27.5,0,Direct debit,0
NT-05149,18-24,28,Month-to-month,51.62,355,12.7,2,Direct debit,0
NT-05150,25-34,46,Month-to-month,51.37,186,11.9,1,Credit card (tokenised),1
NT-05151,25-34,76,One-year,59.31,488,5.3,1,Credit card (tokenised),0
NT-05152,65+,16,Month-to-month,46.14,530,31.9,0,Bank transfer,0
NT-05153,55-64,17,One-year,37.46,111,12.0,0,Direct debit,0
NT-05154,45-54,19,One-year,40.25,668,17.1,0,Direct debit,0
NT-05155,25-34,40,Month-to-month,27.13,349,3.7,0,Direct debit,0
NT-05156,25-34,17,Month-to-month,54.44,489,6.7,0,Bank transfer,1
NT-05157,45-54,27,Month-to-month,29.11,492,5.0,1,Direct debit,0
NT-05158,35-44,26,One-year,33.1,308,14.8,1,Bank transfer,0
NT-05159,25-34,79,One-year,34.36,571,2.6,0,Bank transfer,0
NT-05160,45-54,22,Two-year,12.0,357,15.0,1,Direct debit,0
NT-05161,18-24,21,Month-to-month,48.41,614,14.5,0,Direct debit,0
NT-05162,25-34,40,Month-to-month,26.63,103,1.7,1,Direct debit,0
NT-05163,35-44,34,Month-to-month,46.27,702,14.1,0,Direct debit,0
NT-05164,25-34,20,Month-to-month,32.62,879,7.4,1,Direct debit,0
NT-05165,65+,55,Month-to-month,32.51,351,32.7,0,Credit card (tokenised),0
NT-05166,25-34,13,Two-year,24.67,482,16.1,1,Credit card (tokenised),0
NT-05167,18-24,29,Month-to-month,54.66,332,7.3,1,Direct debit,1
NT-05168,25-34,25,Two-year,57.33,65,10.7,1,Direct debit,0
NT-05169,55-64,27,Month-to-month,50.0,137,18.3,1,Credit card (tokenised),0
NT-05170,35-44,20,Two-year,41.18,389,2.1,0,Direct debit,0
NT-05171,35-44,28,Month-to-month,39.63,175,9.6,2,Credit card (tokenised),1
NT-05172,18-24,33,Two-year,51.04,983,17.7,0,Direct debit,0
NT-05173,18-24,7,Month-to-month,36.49,518,8.0,0,Direct debit,1
NT-05174,35-44,23,Two-year,53.81,644,14.0,1,Credit card (tokenised),0
NT-05175,55-64,19,Month-to-month,26.45,136,9.2,0,Credit card (tokenised),0
NT-05176,55-64,66,Month-to-month,49.78,280,1.8,0,Direct debit,0
NT-05177,18-24,37,Month-to-month,53.42,133,15.1,0,Direct debit,0
NT-05178,35-44,18,Month-to-month,24.82,598,22.6,0,Direct debit,1
NT-05179,65+,22,One-year,27.93,102,3.5,3,Direct debit,0
NT-05180,35-44,25,Two-year,37.47,412,10.8,0,Credit card (tokenised),0
NT-05181,55-64,22,One-year,43.08,99,4.1,1,Direct debit,0
NT-05182,18-24,38,One-year,30.59,244,3.5,0,Direct debit,0
NT-05183,65+,61,Month-to-month,39.11,281,6.1,0,Direct debit,0
NT-05184,45-54,4,One-year,13.21,694,14.5,1,Credit card (tokenised),0
NT-05185,65+,25,Month-to-month,47.18,500,5.8,1,Direct debit,1
NT-05186,45-54,75,Two-year,47.74,368,5.1,1,Bank transfer,0
NT-05187,35-44,25,Month-to-month,56.25,159,7.2,2,Direct debit,1
NT-05188,65+,33,One-year,44.89,165,8.0,2,Direct debit,0
NT-05189,25-34,8,Month-to-month,33.56,213,9.8,0,Bank transfer,1
NT-05190,25-34,55,Month-to-month,25.83,285,30.5,0,Credit card (tokenised),0
NT-05191,45-54,16,Month-to-month,28.24,288,35.8,0,Direct debit,1
NT-05192,55-64,36,Month-to-month,36.93,530,10.1,1,Credit card (tokenised),0
NT-05193,65+,17,Month-to-month,27.84,230,15.0,0,Direct debit,0
NT-05194,25-34,5,Month-to-month,28.78,504,1.6,0,Credit card (tokenised),1
NT-05195,55-64,34,One-year,37.55,381,22.2,0,Direct debit,0
NT-05196,45-54,42,Month-to-month,18.66,174,11.4,0,Bank transfer,0
NT-05197,18-24,28,Two-year,26.11,419,1.9,1,Credit card (tokenised),0
NT-05198,35-44,15,Month-to-month,40.62,317,18.9,0,Credit card (tokenised),0
NT-05199,25-34,83,Month-to-month,41.2,83,14.4,0,Credit card (tokenised),0
NT-05200,25-34,41,One-year,48.38,122,16.3,0,Direct debit,0
NT-05201,65+,32,Month-to-month,39.86,447,41.5,0,Bank transfer,0
NT-05202,45-54,51,Month-to-month,38.37,222,10.2,0,Direct debit,0
NT-05203,45-54,22,One-year,45.64,354,13.3,0,Direct debit,0
NT-05204,65+,70,Month-to-month,40.28,565,11.2,0,Credit card (tokenised),0
NT-05205,35-44,42,One-year,26.33,281,6.1,0,Bank transfer,0
NT-05206,55-64,48,Month-to-month,28.41,590,20.9,1,Direct debit,0
NT-05207,35-44,24,Month-to-month,58.12,127,10.6,1,Bank transfer,0
NT-05208,55-64,16,One-year,76.6,582,12.8,0,Direct debit,0
NT-05209,25-34,32,One-year,46.83,175,25.2,0,Credit card (tokenised),0
NT-05210,65+,22,Month-to-month,25.9,372,13.1,1,Credit card (tokenised),1
NT-05211,25-34,74,One-year,60.79,488,20.7,0,Direct debit,0
NT-05212,25-34,13,Two-year,32.84,783,2.4,1,Bank transfer,0
NT-05213,45-54,57,Month-to-month,43.1,1058,6.6,1,Direct debit,0
NT-05214,35-44,11,Month-to-month,37.76,135,18.7,1,Credit card (tokenised),0
NT-05215,45-54,17,Two-year,40.23,858,9.0,4,Credit card (tokenised),0
NT-05216,35-44,10,Month-to-month,32.72,402,41.9,0,Credit card (tokenised),1
NT-05217,45-54,22,Month-to-month,53.57,210,6.6,0,Credit card (tokenised),1
NT-05218,25-34,26,Month-to-month,35.79,661,38.8,1,Direct debit,0
NT-05219,18-24,20,One-year,45.35,442,3.5,1,Credit card (tokenised),0
NT-05220,25-34,36,Two-year,45.09,354,1.8,2,Credit card (tokenised),0
NT-05221,35-44,26,One-year,36.67,348,3.4,0,Bank transfer,0
NT-05222,25-34,8,Two-year,19.94,731,20.8,0,Direct debit,0
NT-05223,25-34,17,Month-to-month,28.07,421,2.4,0,Credit card (tokenised),0
NT-05224,35-44,24,Month-to-month,46.54,467,4.1,1,Direct debit,0
NT-05225,18-24,50,One-year,41.69,543,5.9,1,Direct debit,0
NT-05226,45-54,31,Two-year,28.22,185,28.8,0,Direct debit,0
NT-05227,55-64,23,Month-to-month,38.52,494,15.7,0,Direct debit,0
NT-05228,25-34,12,Month-to-month,40.52,402,9.2,0,Credit card (tokenised),0
NT-05229,45-54,32,Month-to-month,44.99,671,1.0,0,Credit card (tokenised),0
NT-05230,45-54,55,Month-to-month,59.84,485,12.1,0,Credit card (tokenised),0
NT-05231,35-44,25,Month-to-month,12.0,124,2.7,0,Bank transfer,0
NT-05232,45-54,18,Month-to-month,52.53,217,13.2,1,Direct debit,0
NT-05233,35-44,39,Two-year,40.61,512,16.4,0,Direct debit,0
NT-05234,35-44,50,Month-to-month,25.64,301,12.9,1,Direct debit,0
NT-05235,18-24,27,One-year,39.98,227,21.2,0,Credit card (tokenised),0
NT-05236,45-54,41,Month-to-month,55.36,175,5.9,1,Credit card (tokenised),0
NT-05237,45-54,23,Month-to-month,58.95,272,22.0,2,Credit card (tokenised),0
NT-05238,18-24,42,One-year,25.75,333,6.5,1,Credit card (tokenised),0
NT-05239,35-44,57,Two-year,27.82,288,3.8,0,Credit card (tokenised),0
NT-05240,65+,45,Month-to-month,22.48,435,6.2,0,Credit card (tokenised),0
NT-05241,35-44,38,Two-year,40.8,144,10.1,1,Direct debit,0
NT-05242,35-44,66,One-year,41.39,289,3.4,0,Bank transfer,0
NT-05243,65+,25,Month-to-month,49.85,350,9.1,0,Direct debit,0
NT-05244,45-54,38,Month-to-month,43.3,439,13.4,0,Direct debit,0
NT-05245,45-54,26,One-year,48.72,332,5.7,0,Credit card (tokenised),0
NT-05246,55-64,38,Month-to-month,21.36,271,20.2,2,Direct debit,0
NT-05247,55-64,41,Month-to-month,59.03,192,8.9,2,Credit card (tokenised),0
NT-05248,35-44,47,Month-to-month,53.57,409,1.8,0,Credit card (tokenised),0
NT-05249,35-44,30,Month-to-month,31.65,329,8.7,2,Direct debit,0
NT-05250,35-44,9,Two-year,28.55,286,2.4,2,Direct debit,0
NT-05251,65+,26,Month-to-month,46.95,297,2.3,2,Direct debit,0
NT-05252,45-54,41,Month-to-month,19.26,162,4.5,1,Bank transfer,0
NT-05253,18-24,34,Month-to-month,29.18,328,18.3,2,Credit card (tokenised),1
NT-05254,55-64,37,One-year,25.67,205,12.3,2,Credit card (tokenised),1
NT-05255,35-44,43,One-year,36.84,297,1.6,1,Direct debit,0
NT-05256,18-24,16,Two-year,32.67,351,19.2,1,Credit card (tokenised),0
NT-05257,35-44,44,One-year,28.58,233,26.4,1,Credit card (tokenised),0
NT-05258,35-44,68,One-year,27.4,82,11.4,0,Direct debit,0
NT-05259,55-64,24,Month-to-month,30.33,688,5.4,3,Direct debit,0
NT-05260,25-34,47,Month-to-month,23.72,174,7.4,2,Direct debit,0
NT-05261,55-64,31,One-year,44.51,336,14.1,0,Direct debit,0
NT-05262,35-44,36,One-year,51.51,396,0.4,1,Direct debit,0
NT-05263,18-24,45,Two-year,42.82,495,7.3,1,Credit card (tokenised),0
NT-05264,65+,34,One-year,54.59,85,2.6,2,Credit card (tokenised),0
NT-05265,35-44,23,Month-to-month,27.91,263,11.8,3,Direct debit,0
NT-05266,25-34,35,Month-to-month,29.02,623,3.7,1,Credit card (tokenised),1
NT-05267,35-44,18,Month-to-month,43.31,822,31.1,2,Credit card (tokenised),0
NT-05268,55-64,12,Month-to-month,44.87,240,13.6,4,Credit card (tokenised),1
NT-05269,25-34,7,Month-to-month,38.18,378,12.6,0,Credit card (tokenised),0
NT-05270,25-34,59,Month-to-month,37.7,199,8.3,1,Direct debit,0
NT-05271,18-24,37,Month-to-month,25.21,332,4.8,1,Direct debit,0
NT-05272,25-34,42,One-year,12.0,524,2.8,1,Direct debit,0
NT-05273,55-64,33,Month-to-month,44.69,200,14.5,0,Credit card (tokenised),0
NT-05274,35-44,11,One-year,49.78,358,2.9,1,Direct debit,0
NT-05275,25-34,57,Month-to-month,32.77,474,7.9,0,Credit card (tokenised),0
NT-05276,25-34,23,Month-to-month,31.37,408,6.8,0,Credit card (tokenised),0
NT-05277,25-34,8,Two-year,30.09,114,19.6,2,Bank transfer,0
NT-05278,65+,26,Month-to-month,33.5,395,16.0,1,Credit card (tokenised),0
NT-05279,25-34,53,Two-year,50.07,127,24.2,1,Direct debit,0
NT-05280,65+,18,Month-to-month,26.78,70,4.3,0,Bank transfer,0
NT-05281,35-44,25,Month-to-month,45.75,150,7.5,0,Credit card (tokenised),0
NT-05282,25-34,24,Month-to-month,32.03,180,17.6,3,Credit card (tokenised),0
NT-05283,55-64,17,Month-to-month,14.07,157,13.0,0,Direct debit,0
NT-05284,35-44,31,Month-to-month,33.88,328,6.2,0,Bank transfer,0
NT-05285,45-54,19,One-year,57.67,849,44.1,2,Direct debit,1
NT-05286,65+,58,Month-to-month,29.78,283,24.5,1,Direct debit,0
NT-05287,18-24,12,One-year,35.15,378,13.5,2,Direct debit,0
NT-05288,18-24,14,Month-to-month,38.1,528,1.8,1,Credit card (tokenised),0
NT-05289,45-54,25,Month-to-month,40.37,760,10.5,0,Credit card (tokenised),0
NT-05290,25-34,29,Two-year,56.51,325,8.0,0,Bank transfer,0
NT-05291,25-34,20,Two-year,28.48,155,17.7,0,Direct debit,0
NT-05292,18-24,43,Month-to-month,38.13,674,4.2,0,Direct debit,0
NT-05293,18-24,27,Month-to-month,47.1,242,7.1,1,Credit card (tokenised),0
NT-05294,55-64,38,Month-to-month,29.43,630,18.7,2,Direct debit,0
NT-05295,18-24,56,Two-year,38.88,471,14.4,3,Credit card (tokenised),0
NT-05296,35-44,65,Month-to-month,49.79,512,3.1,0,Direct debit,0
NT-05297,45-54,25,One-year,31.76,577,20.7,0,Credit card (tokenised),1
NT-05298,35-44,31,Month-to-month,35.92,420,10.7,2,Credit card (tokenised),1
NT-05299,18-24,4,Two-year,24.18,241,7.2,2,Direct debit,0
NT-05300,55-64,34,Month-to-month,49.36,511,24.4,0,Direct debit,0
NT-05301,18-24,26,Month-to-month,39.9,153,7.4,2,Direct debit,0
NT-05302,55-64,17,One-year,32.9,594,16.5,0,Credit card (tokenised),0
NT-05303,55-64,49,Two-year,34.3,886,29.4,0,Credit card (tokenised),0
NT-05304,35-44,17,Two-year,37.89,153,16.5,0,Credit card (tokenised),0
NT-05305,35-44,51,One-year,42.01,86,11.1,1,Bank transfer,0
NT-05306,35-44,37,One-year,30.17,491,12.7,3,Bank transfer,0
NT-05307,35-44,34,One-year,31.11,351,0.3,2,Direct debit,0
NT-05308,55-64,20,One-year,34.84,107,13.8,0,Credit card (tokenised),0
NT-05309,55-64,9,Two-year,39.81,113,9.8,0,Credit card (tokenised),0
